title,mediaType,eps,duration,startYr,finishYr,description,contentWarn,watched,watching,rating,votes,studio_primary,studios_colab,genre
Granbelm,TV,13,5,2019,2019,"It had been nearly 1,000 years since all the magic in the world disappeared, and most people had forgotten it ever existed. Kohinata Mangetsu is a cheerful high school student who has a pretty positive outlook on life, but she has nothing to call her own-- Because she wasn't good at academics or sports, she dreamed of having something she was good at. On a night where the full moon was shining brightly, she happens to meet another girl with the character for ""moon"" in her name named Shingetsu Ernesta Fukami. That was also when she encountered the mechanical dolls called ""ARMANOX.""",No,603,199,2.877,675,Others,No,Other
Azure Nihon Data Center,Web,1,1,2014,2014,,No,83,2,1.883,58,Others,No,Other
Yano Akiko & YUKI: Banana ga Suki,Music Video,1,1,2018,2018,,No,36,0,1.746,24,Others,No,Other
Eureka Seven: New Order,TV Special,1,,2012,2012,,No,1228,22,2.918,607,Others,No,Other
PistStar,Web,1,2,2012,2012,,No,35,0,2.312,22,Others,No,Other
Chainsaw Bunny,Web,1,6,2018,2018,,Yes,110,5,2.214,70,Others,No,Other
Gundam Build Fighters: Battlogue,Web,5,12,2017,2017,"Meijin Kawaguchi and Allan Adams are visiting Yajima Trading's research and development center, in order to test the battle system's newly implemented automatic control mode. This automatic control mode is a revolutionary new option that makes it easy for even people with no control skills to play Gunpla Battle, using quasi-personality AIs based on pilots from various Gundam works. With the Meijin using the Ballistic Zaku, the successor to the Zaku Amazing, and Allan using the Reversible Gundam, a customized version of the Reborns Gundam, they each choose an AI and begin the Gunpla Battle of their dreams.",No,312,57,3.384,224,Sunrise,No,Other
Chou Seimeitai Transformers: Beast Wars Neo,TV,34,5,1999,1999,"Although Lio Convoy managed to stop Galvatron's plans for exploiting the powerful Angolmois energy, the Destrons refused to be deterred. Rallied by their new leader, the Destrons are attacking entire galactic quadrants in a hunt for the scattered capsules of Angolmois. In response, the Cybertron elders appoint a powerful leader to gather a team of heroes and stop the Destrons' plans. However, both sides of the conflict are being manipulated by the agents of Unicron, who desire the Angolmois energy in order to revive their fallen master.",No,864,16,2.962,398,Others,No,Other
Saint Tail,TV,34,5,1995,1996,"Meimi Haneoka is a typical girl with a not-so-typical double life: by day she attends St. Paulia School, and by night she transforms into the phantom thief Saint Tail! Stealing only items that deserve to be stolen, Meimi takes her orders from the nun in training Seira Mimori. But even with the best of intentions, Meimi can't help but have a few enemies; her classmate, Asuka Jr., would love nothing more than to unmask Saint Tail's identity. However, Meimi can't help but be intrigued by her dashing opponent. Thievery galore and young love await the magical Saint Tail!",No,1680,110,3.827,1180,TMS Entertainment,No,Other
Banana Fish,TV,24,10,2018,2018,"Nature made Ash Lynx beautiful; nurture made him a cold ruthless killer. A runaway brought up as the adopted heir and sex toy of ""Papa"" Dino Golzine, Ash, now at the rebellious age of seventeen, forsakes the kingdom held out by the devil who raised him. But the hideous secret that drove Ash's older brother mad in Iraq has suddenly fallen into Papa's insatiably ambitious hands--and it's exactly the wrong time for Eiji Okamura, a pure-hearted young photographer from Japan, to make Ash Lynx's acquaintance...",Yes,4649,199,4.381,3100,Others,No,Drama
Mobile Suit Gundam MS IGLOO: The Hidden One Year War,OVA,3,56,2004,2004,"It is the year UC 0079; the One Year War between the Earth Federation and the Archduchy of Zeon is still in its infancy. A young engineer named Oliver May is assigned to the Zeon 603rd Technical Evaluation Unit, a division designed to test new prototype weapons on the battlefield. Even though the new Zaku mobile suits have become the weapon of choice among the Zeon, the 603rd still pushes on with their conventional weapons, from the Battle of the Loum to the first confrontation with Federation GMs. Any of these new weapons could secure victory for the Zeon, but will they be ready in time?",No,2332,42,3.33,1257,Sunrise,No,Other
Kintarou Taiiku Nikki,Movie,1,9,1967,1970,,No,41,0,1.495,25,Others,No,Other
Kubbe PV Full ver.,Web,1,4,2012,2012,,No,21,0,2.699,13,TMS Entertainment,No,Other
Irodorimidori: Irotoridori no Melody,Music Video,1,4,2017,2017,,No,68,0,2.191,46,Others,No,Other
STY: SEE THE LIGHTS,Music Video,1,4,2013,2013,,No,51,1,2.782,29,Others,No,Other
HoneyWorks: Love@Liar,Music Video,1,4,2013,2013,,No,113,2,2.259,68,Others,No,Other
Concrete Revolutio,TV,13,3,2015,2015,"What if superhumans were real? Even better, what if every fabled superhuman existed at the same time, in the same place? Titans from outer space, life forms from a mystical world, phantoms and goblins from ancient times, cyborgs created by scientists, relics that rose out of the ruins of ancient civilizations. In another Japan, it's not just a question of “what if”—it's a reality. Some of the superhumans choose to keep their identities a secret, while others bask in their superhuman fame. Jiro Hitoyoshi, member of the Superhuman Bureau, keeps track of their doings.",No,1644,199,2.897,1688,Others,No,Other
Shinjuku Shin-chan Patrol: Warui Otona ni Ki wo Tsukete,Web,1,20,2008,2008,,No,16,1,1.843,10,Others,No,Other
The Winds of Victory,OVA,1,25,1997,1997,Kenji learns the true meaning of sportsmanship when he accidentally injures his teammate Yuta whose team spirit is undiminished despite being unable to play.,No,17,2,2.211,13,Toei Animation,No,Other
Glass Fleet,TV,24,,2006,2006,"In the distant future, mankind has colonized the galaxy on a number of platforms known as islands, governed by a ruling class known as the Aristocrat Alliance. However, internal struggles for power lead to a bloody civil war, which eventually leads to both the creation of a much stricter order that calls itself the Holy Empire, and the exiling of the old royal family. Despite overwhelming losses and heavy numerical disadvantages, a rebellion continues even after the war comes to a close; the future continues to look bleak. Yet, when all hope seems lost, the last remnants of the royal family return with a mysterious ""glass fleet,"" joining the rebels and turning the tides of battle once more.",No,1272,163,2.752,1073,Others,Yes,Adventure
KADO: The Right Answer - Ninovo,TV Special,1,49,2017,2017,Episode 0 of KADO: The Right Answer,No,1272,21,3.488,898,Toei Animation,No,Other
Jack and the Beanstalk (Koji MORIMOTO),OVA,1,13,1989,1989,"One day, a large cloud converges above a small village, blocking out both the sun and rain. With the village’s fields in ruins, even the animals have stopped producing milk. Later on, a young boy named Jack is instructed by his mother to go to the nearby city and exchange their family cow for money. However, before he gets to town, a mysterious man offers to take the cow in exchange for a magic bean. As he returns home full of excitement for his purchase, Jack sneaks out into the garden to plant his bean, unaware of the adventure that awaits him above the clouds...",No,198,0,2.763,135,Others,No,Other
Ashita no Joe,TV,34,5,1970,1971,"Joe Yabuki is a scoundrel, plain and simple. He's confident, cocky, a con artist and a drifter, and one hell of a fighter too -- or at least, that's what Danpei Tange, the washout and drunk ex-boxing coach believes. Danpei is so sure of Joe's ability to be a pro boxer that he gives up the drink and works hard to earn money to build a gym; but Joe, on the other hand, has other plans that are not nearly as noble. Can Danpei convince this loose cannon to pick up the gloves and box like a world class champion?",No,1116,199,4.005,930,Others,No,Other
HoneyWorks: Kimi ga Sora Koso Kanashikere,Music Video,1,4,2013,2013,,No,85,2,2.276,46,Others,No,Other
Buzzer Beater (2007),TV,13,5,2007,2007,"After being drafted into the Earth Team - a basketball team comprised solely of humans - street-punk-turned-pro Hideyoshi couldn't be more cocky. The team is still up against the Gorons, a physically superior race of aliens who have dominated the game for some time now, but new challenges and problems stand in their way. Hideyoshi is unhappy with the team and the Gorons have new tricks up their sleeves, but can the team rise to victory and bring the championship to Earth?",No,1531,69,3.253,922,TMS Entertainment,No,Other
Karo & Piyobupt: The Sandwiches,Movie,1,4,1993,1993,,No,103,0,1.815,71,Others,No,Other
Show By Rock!!,TV,12,3,2015,2015,"Metropolis of music, MIDICITY. A kitty girl wearing gothic lolita clothing named Cyan is scouted by Maple Arisugawa, the president of a music agency. From there, she meets chuchu the honor student rabbit girl, a net geek dog girl named Retoree, and an alien sheep girl named Moa. Together, they form the band named ""Plasmagica,"" and aim for the top of the world. However, the path there is long and tough, and keeping in high spirits is important. By battling against other strange bands, Plasmagica slowly grows toward a top-grade band. In the end, they'll be a band that becomes the driving force of MIDICITY's music industry... Maybe?",No,2027,199,3.366,1731,Others,No,Other
"If It's for My Daughter, I'd Even Defeat a Demon Lord",TV,12,5,2019,2019,"Dale is a well-known and highly skilled adventurer despite being so young. One day, he's on a quest and goes deep into the woods and finds a little devil girl named Latina, who is just skin and bones. Latina is branded with the mark of a sinner, but Dale decides he can't just leave Latina there and decides to become her guardian. Thinking to himself, ""Latina is too cute, I don't want to work,"" he ends up doting over her before he even realizes it.",Yes,4649,199,3.909,3100,Others,No,Other
Gargantia on the Verdurous Planet Specials,DVD Special,2,24,2013,2013,"An abandoned ghost fleet appears right in front of Gargantia! Ledo, Chamber, Bellows, Pinion and Ridget set forth to investigate and Amy follows, with hesitation. During their search, Ridget remembers…",No,3447,133,3.758,2284,Production I.G,No,Other
Folktales from Japan,TV,34,10,2012,2017,"Like in any culture, Japanese kids grow up listening to the stories repeatedly told by their parents and grandparents. The boy born from a peach; the princess from the moon who is discovered inside a bamboo; the old man who can make a dead cherry tree blossom, etc. These short stories that teach kids to see both the dark and bright sides of life have passed traditional moral values from generation to generation.",No,106,199,3.52,536,Others,No,Drama
Izumo: Flash of a Brave Sword,TV,12,5,2005,2005,"Takeru and Takeshi are best friends, and rivals in their school's kendo club. But when a strange earthquake somehow transports them and their friends to a fantasy land filled with strange creatures and evil spirits, the two friends find themselves separated in a world on the brink of war. While Takeru decides to find his lost companions and fight to save the world, Takeshi sets off on a path to find a new purpose and gain recognition...even if that path that leads him away from his friends. The battle for the fate of the world approaches; will the friends ever be reunited?",No,1221,119,2.589,848,Others,Yes,Other
